DATE,DGS3MO,DGS1,DGS5,DGS10,DAAA,DBAA,DCOILWTICO
2017-11-15,1.25,1.55,2.04,2.33,3.6,4.28,55.28
2017-11-16,1.27,1.59,2.07,2.37,3.62,4.29,55.14
2017-11-17,1.29,1.6,2.06,2.35,3.61,4.28,56.21
2017-11-20,1.3,1.62,2.09,2.37,3.6,4.28,56.21
2017-11-21,1.3,1.62,2.11,2.36,3.56,4.24,56.84
2017-11-22,1.29,1.61,2.05,2.32,3.52,4.23,57.88
2017-11-23,,,,,,,
2017-11-24,1.29,1.61,2.07,2.34,3.53,4.24,58.94
2017-11-27,1.27,1.62,2.06,2.32,3.53,4.25,58.1
2017-11-28,1.3,1.61,2.07,2.34,3.55,4.25,57.96
2017-11-29,1.29,1.61,2.09,2.37,3.6,4.29,57.25
2017-11-30,1.27,1.62,2.14,2.42,3.61,4.3,57.4
2017-12-01,1.27,1.62,2.13,2.37,3.52,4.24,58.35
2017-12-04,1.29,1.66,2.15,2.37,3.52,4.24,57.48
2017-12-05,1.3,1.64,2.15,2.36,3.48,4.2,57.66
2017-12-06,1.3,1.68,2.11,2.33,3.48,4.19,55.79
2017-12-07,1.29,1.67,2.14,2.37,3.53,4.25,56.5
2017-12-08,1.28,1.65,2.14,2.38,3.54,4.25,57.15
2017-12-11,1.33,1.69,2.16,2.39,3.52,4.24,57.84
2017-12-12,1.34,1.7,2.18,2.4,3.52,4.24,57.12
2017-12-13,1.3,1.68,2.12,2.36,3.48,4.19,56.59
2017-12-14,1.32,1.7,2.14,2.35,3.46,4.17,57.0
2017-12-15,1.31,1.71,2.16,2.35,3.43,4.15,57.29
2017-12-18,1.38,1.7,2.17,2.39,3.48,4.2,57.17
2017-12-19,1.37,1.71,2.23,2.46,3.56,4.27,57.49
2017-12-20,1.38,1.72,2.24,2.49,3.6,4.31,58.09
2017-12-21,1.35,1.73,2.26,2.48,3.55,4.27,58.34
2017-12-22,1.33,1.73,2.26,2.48,3.55,4.27,58.25
2017-12-25,,,,,,,
2017-12-26,1.47,1.75,2.25,2.47,3.53,4.25,59.55
2017-12-27,1.44,1.75,2.22,2.42,3.47,4.18,59.67
2017-12-28,1.39,1.76,2.23,2.43,3.48,4.19,59.84
2017-12-29,1.39,1.76,2.2,2.4,3.45,4.17,60.46
2018-01-01,,,,,,,
2018-01-02,1.44,1.83,2.25,2.46,3.52,4.24,60.37
2018-01-03,1.41,1.81,2.25,2.44,3.5,4.21,61.61
2018-01-04,1.41,1.82,2.27,2.46,3.47,4.21,61.98
2018-01-05,1.39,1.8,2.29,2.47,3.5,4.23,61.49
2018-01-08,1.45,1.79,2.29,2.49,3.5,4.23,61.73
2018-01-09,1.44,1.78,2.33,2.55,3.57,4.29,62.92
2018-01-10,1.42,1.78,2.32,2.55,3.58,4.28,63.6
2018-01-11,1.43,1.77,2.32,2.54,3.53,4.23,63.81
2018-01-12,1.43,1.78,2.35,2.55,3.5,4.23,64.22
2018-01-15,,,,,,,
2018-01-16,1.45,1.79,2.36,2.54,3.49,4.2,63.82
2018-01-17,1.44,1.79,2.39,2.57,3.5,4.23,63.92
2018-01-18,1.45,1.79,2.43,2.62,3.54,4.26,63.96
2018-01-19,1.44,1.79,2.45,2.64,3.58,4.28,63.38
2018-01-22,1.44,1.79,2.46,2.66,3.6,4.3,63.66
2018-01-23,1.44,1.78,2.43,2.63,3.57,4.27,64.45
2018-01-24,1.43,1.79,2.43,2.65,3.61,4.3,65.69
2018-01-25,1.42,1.8,2.41,2.63,3.55,4.24,65.62
2018-01-26,1.41,1.8,2.47,2.66,3.58,4.26,66.27
2018-01-29,1.44,1.8,2.49,2.7,3.59,4.29,65.71
2018-01-30,1.44,1.88,2.51,2.73,3.63,4.32,64.64
2018-01-31,1.46,1.9,2.52,2.72,3.59,4.28,64.82
2018-02-01,1.48,1.89,2.56,2.78,3.62,4.34,65.92
2018-02-02,1.48,1.88,2.58,2.84,3.73,4.42,65.5
2018-02-05,1.51,1.85,2.5,2.77,3.7,4.4,64.18
2018-02-06,1.52,1.87,2.52,2.79,3.7,4.4,63.48
2018-02-07,1.55,1.91,2.57,2.84,3.76,4.46,61.91
2018-02-08,1.55,1.91,2.57,2.85,3.79,4.48,61.3
2018-02-09,1.55,1.89,2.52,2.83,3.82,4.5,59.2
2018-02-12,1.62,1.93,2.56,2.86,3.83,4.5,59.41
2018-02-13,1.59,1.95,2.54,2.83,3.84,4.52,59.33
2018-02-14,1.58,1.98,2.65,2.91,3.88,4.57,60.7
2018-02-15,1.58,1.99,2.65,2.9,3.87,4.53,61.48
2018-02-16,1.62,2.0,2.63,2.87,3.87,4.53,61.89
2018-02-19,,,,,,,
2018-02-20,1.66,2.01,2.65,2.88,3.89,4.55,61.91
2018-02-21,1.64,2.03,2.69,2.94,3.95,4.61,61.73
2018-02-22,1.63,2.02,2.66,2.92,3.9,4.6,62.72
2018-02-23,1.64,2.02,2.62,2.88,3.89,4.56,63.52
2018-02-26,1.66,2.03,2.6,2.86,3.88,4.56,63.81
2018-02-27,1.66,2.08,2.67,2.9,3.9,4.59,62.94
2018-02-28,1.65,2.07,2.65,2.87,3.84,4.55,61.43
2018-03-01,1.63,2.05,2.58,2.81,3.82,4.53,60.98
2018-03-02,1.65,2.06,2.63,2.86,3.9,4.58,61.19
2018-03-05,1.7,2.06,2.65,2.88,3.91,4.6,62.49
2018-03-06,1.68,2.06,2.65,2.88,3.88,4.63,62.54
2018-03-07,1.68,2.05,2.65,2.89,3.9,4.66,61.09
2018-03-08,1.67,2.05,2.63,2.86,3.88,4.64,60.13
2018-03-09,1.67,2.03,2.65,2.9,3.9,4.67,62.02
2018-03-12,1.71,2.05,2.64,2.87,3.87,4.66,61.35
2018-03-13,1.73,2.03,2.62,2.84,3.86,4.64,60.69
2018-03-14,1.76,2.05,2.61,2.81,3.85,4.61,60.89
2018-03-15,1.77,2.07,2.62,2.82,3.86,4.63,61.16
2018-03-16,1.78,2.08,2.65,2.85,3.87,4.64,62.29
2018-03-19,1.8,2.08,2.65,2.85,3.85,4.65,62.01
2018-03-20,1.81,2.08,2.69,2.89,3.87,4.68,63.37
2018-03-21,1.74,2.06,2.69,2.89,3.91,4.71,65.1
2018-03-22,1.72,2.05,2.63,2.83,3.86,4.67,64.25
2018-03-23,1.74,2.04,2.61,2.82,3.88,4.69,65.8
2018-03-26,1.79,2.06,2.64,2.85,3.89,4.69,65.49
2018-03-27,1.77,2.1,2.58,2.78,3.83,4.64,65.21
2018-03-28,1.73,2.12,2.59,2.77,3.82,4.63,64.3
2018-03-29,1.73,2.09,2.56,2.74,3.77,4.59,64.87
2018-03-30,,,,,,,
2018-04-02,1.77,2.08,2.55,2.73,3.78,4.59,63.05
2018-04-03,1.75,2.09,2.6,2.79,3.81,4.63,63.41
2018-04-04,1.71,2.07,2.61,2.79,3.81,4.64,63.35
2018-04-05,1.72,2.07,2.64,2.83,3.83,4.67,63.53
2018-04-06,1.73,2.06,2.58,2.77,3.78,4.61,62.03
2018-04-09,1.76,2.08,2.6,2.78,3.76,4.61,63.4
2018-04-10,1.74,2.09,2.62,2.8,3.77,4.6,65.48
2018-04-11,1.73,2.09,2.62,2.79,3.75,4.59,66.81
2018-04-12,1.75,2.11,2.67,2.83,3.79,4.62,67.07
2018-04-13,1.76,2.12,2.67,2.82,3.79,4.61,67.35
2018-04-16,1.79,2.12,2.69,2.83,3.79,4.6,66.23
2018-04-17,1.8,2.16,2.68,2.82,3.76,4.58,66.5
2018-04-18,1.81,2.17,2.73,2.87,3.81,4.63,68.44
2018-04-19,1.82,2.21,2.77,2.92,3.89,4.69,68.3
2018-04-20,1.81,2.22,2.8,2.96,3.9,4.74,68.26
2018-04-23,1.87,2.25,2.83,2.98,3.94,4.74,67.61
2018-04-24,1.87,2.25,2.83,3.0,3.94,4.77,67.66
2018-04-25,1.85,2.26,2.84,3.03,3.99,4.83,68.0
2018-04-26,1.82,2.25,2.82,3.0,3.99,4.8,68.18
2018-04-27,1.82,2.24,2.8,2.96,3.94,4.76,68.11
2018-04-30,1.87,2.24,2.79,2.95,3.95,4.74,68.56
2018-05-01,1.85,2.26,2.82,2.97,3.99,4.79,67.28
2018-05-02,1.84,2.24,2.8,2.97,3.99,4.8,67.91
2018-05-03,1.84,2.24,2.78,2.94,4.0,4.8,68.45
2018-05-04,1.84,2.24,2.78,2.95,4.01,4.81,69.71
2018-05-07,1.86,2.25,2.78,2.95,4.01,4.82,70.74
2018-05-08,1.87,2.26,2.81,2.97,4.02,4.84,68.83
2018-05-09,1.88,2.27,2.84,3.0,4.04,4.86,71.16
2018-05-10,1.9,2.27,2.83,2.97,3.99,4.81,71.36
2018-05-11,1.92,2.28,2.84,2.97,3.98,4.79,70.69
2018-05-14,1.93,2.28,2.85,3.0,3.99,4.81,71.01
2018-05-15,1.92,2.31,2.92,3.08,4.07,4.89,71.34
2018-05-16,1.92,2.32,2.94,3.09,4.06,4.89,71.43
2018-05-17,1.92,2.32,2.94,3.11,4.08,4.93,71.47
2018-05-18,1.91,2.32,2.9,3.06,4.04,4.89,71.23
2018-05-21,1.93,2.35,2.9,3.06,4.05,4.89,72.26
2018-05-22,1.93,2.34,2.9,3.06,4.05,4.89,72.09
2018-05-23,1.92,2.29,2.83,3.01,4.02,4.85,71.85
2018-05-24,1.91,2.28,2.82,2.98,3.98,4.82,70.77
2018-05-25,1.9,2.27,2.76,2.93,3.93,4.78,67.92
2018-05-28,,,,,,,
2018-05-29,1.93,2.17,2.58,2.77,3.85,4.73,66.8
2018-05-30,1.94,2.23,2.67,2.84,3.89,4.75,68.24
2018-05-31,1.93,2.23,2.68,2.83,3.85,4.72,66.98
2018-06-01,1.92,2.28,2.74,2.89,3.92,4.79,65.81
2018-06-04,1.94,2.3,2.78,2.94,3.96,4.82,64.76
2018-06-05,1.94,2.32,2.76,2.92,3.95,4.82,65.51
2018-06-06,1.95,2.32,2.81,2.97,4.0,4.88,64.75
2018-06-07,1.94,2.31,2.77,2.93,3.95,4.82,65.96
2018-06-08,1.93,2.3,2.77,2.93,3.96,4.83,65.77
2018-06-11,1.94,2.32,2.8,2.96,3.96,4.85,66.1
2018-06-12,1.92,2.31,2.81,2.96,3.97,4.84,66.38
2018-06-13,1.94,2.35,2.85,2.98,3.98,4.85,66.63
2018-06-14,1.94,2.35,2.81,2.94,3.92,4.82,66.91
2018-06-15,1.94,2.35,2.81,2.93,3.91,4.8,65.01
2018-06-18,1.94,2.35,2.8,2.92,3.94,4.82,65.91
2018-06-19,1.94,2.34,2.77,2.89,3.93,4.8,65.09
2018-06-20,1.94,2.36,2.8,2.93,3.99,4.85,65.92
2018-06-21,1.94,2.34,2.77,2.9,3.98,4.85,65.68
2018-06-22,1.93,2.33,2.77,2.9,3.99,4.87,69.02
2018-06-25,1.93,2.34,2.75,2.87,3.98,4.86,69.91
2018-06-26,1.93,2.33,2.75,2.88,3.98,4.87,75.23
2018-06-27,1.93,2.33,2.71,2.83,3.93,4.81,77.41
2018-06-28,1.93,2.33,2.73,2.84,3.93,4.84,73.45
2018-06-29,1.93,2.33,2.73,2.85,3.93,4.84,74.13
2018-07-02,1.98,2.34,2.75,2.87,3.93,4.84,73.89
2018-07-03,1.98,2.33,2.72,2.83,3.9,4.82,74.19
2018-07-04,,,,,,,
2018-07-05,1.96,2.32,2.74,2.84,3.89,4.79,73.05
2018-07-06,1.97,2.34,2.71,2.82,3.88,4.78,73.78
2018-07-09,1.98,2.34,2.75,2.86,3.85,4.79,73.93
2018-07-10,1.99,2.36,2.77,2.87,3.85,4.78,74.11
2018-07-11,1.97,2.36,2.74,2.85,3.82,4.76,70.47
2018-07-12,1.98,2.39,2.75,2.85,3.81,4.75,70.28
2018-07-13,1.98,2.37,2.73,2.83,3.8,4.73,71.03
2018-07-16,2.01,2.39,2.75,2.85,3.82,4.76,68.22
2018-07-17,2.02,2.39,2.76,2.86,3.84,4.76,68.03
2018-07-18,2.0,2.43,2.77,2.88,3.85,4.77,68.78
2018-07-19,2.0,2.4,2.74,2.84,3.83,4.74,69.42
2018-07-20,1.99,2.41,2.77,2.89,3.9,4.8,70.31
2018-07-23,1.99,2.42,2.83,2.96,3.96,4.87,67.9
2018-07-24,2.02,2.42,2.83,2.95,3.91,4.83,70.77
2018-07-25,2.01,2.42,2.82,2.94,3.9,4.81,71.13
2018-07-26,1.99,2.41,2.86,2.98,3.92,4.83,71.59
2018-07-27,2.0,2.43,2.84,2.96,3.9,4.8,68.66
2018-07-30,2.04,2.43,2.85,2.98,3.91,4.82,71.19
2018-07-31,2.03,2.44,2.85,2.96,3.89,4.79,69.88
2018-08-01,2.03,2.45,2.87,3.0,3.94,4.83,68.8
2018-08-02,2.02,2.45,2.85,2.98,3.91,4.82,68.95
2018-08-03,2.01,2.43,2.82,2.95,3.89,4.79,68.49
2018-08-06,2.05,2.44,2.8,2.94,3.87,4.76,69.01
2018-08-07,2.06,2.45,2.84,2.98,3.9,4.8,69.17
2018-08-08,2.06,2.44,2.83,2.96,3.94,4.8,66.92
2018-08-09,2.06,2.44,2.8,2.93,3.92,4.78,66.81
2018-08-10,2.05,2.42,2.75,2.87,3.86,4.74,67.61
2018-08-13,2.06,2.42,2.75,2.88,3.92,4.79,67.25
2018-08-14,2.08,2.44,2.77,2.89,3.92,4.79,67.04
2018-08-15,2.07,2.45,2.73,2.86,3.88,4.76,65.07
2018-08-16,2.07,2.45,2.75,2.87,3.89,4.76,65.44
2018-08-17,2.05,2.44,2.75,2.87,3.87,4.76,65.93
2018-08-20,2.06,2.43,2.7,2.82,3.83,4.71,66.5
2018-08-21,2.08,2.45,2.73,2.85,3.85,4.73,67.32
2018-08-22,2.09,2.43,2.7,2.82,3.84,4.73,67.85
2018-08-23,2.08,2.43,2.72,2.82,3.84,4.72,69.13
2018-08-24,2.09,2.44,2.72,2.82,3.83,4.72,69.71
2018-08-27,2.12,2.47,2.74,2.85,3.86,4.74,69.97
2018-08-28,2.13,2.47,2.77,2.88,3.9,4.78,68.54
2018-08-29,2.13,2.48,2.78,2.89,3.88,4.77,69.68
2018-08-30,2.11,2.47,2.75,2.86,3.9,4.76,70.25
2018-08-31,2.11,2.46,2.74,2.86,3.91,4.78,69.84
2018-09-03,,,,,,,
2018-09-04,2.13,2.49,2.78,2.9,3.98,4.84,69.82
2018-09-05,2.14,2.49,2.77,2.9,3.97,4.85,68.69
2018-09-06,2.13,2.5,2.76,2.88,3.94,4.81,67.81
2018-09-07,2.14,2.53,2.82,2.94,3.99,4.87,67.73
2018-09-10,2.14,2.54,2.83,2.94,3.95,4.86,67.55
2018-09-11,2.15,2.55,2.87,2.98,3.97,4.88,69.29
2018-09-12,2.16,2.56,2.87,2.97,3.94,4.86,70.37
2018-09-13,2.15,2.55,2.87,2.97,3.92,4.84,68.6
2018-09-14,2.16,2.56,2.9,2.99,3.94,4.87,68.98
2018-09-17,2.16,2.57,2.89,2.99,3.94,4.87,68.86
2018-09-18,2.17,2.58,2.94,3.05,4.02,4.93,69.87
2018-09-19,2.16,2.58,2.96,3.08,4.04,4.96,71.08
2018-09-20,2.17,2.58,2.96,3.07,3.99,4.92,70.77
2018-09-21,2.18,2.58,2.95,3.07,3.99,4.9,70.8
2018-09-24,2.22,2.6,2.96,3.08,4.0,4.92,73.23
2018-09-25,2.21,2.59,2.99,3.1,4.02,4.93,73.4
2018-09-26,2.2,2.58,2.96,3.06,3.99,4.9,72.22
2018-09-27,2.18,2.58,2.96,3.06,3.98,4.89,72.18
2018-09-28,2.19,2.59,2.94,3.05,3.99,4.89,73.16
2018-10-01,2.23,2.6,2.96,3.09,4.02,4.92,75.37
2018-10-02,2.23,2.61,2.94,3.05,3.98,4.89,75.16
2018-10-03,2.23,2.62,3.02,3.15,4.06,4.98,76.4
2018-10-04,2.22,2.63,3.05,3.19,4.11,5.03,74.44
2018-10-05,2.23,2.64,3.07,3.23,4.17,5.08,74.26
2018-10-08,,,,,4.17,5.08,74.27
2018-10-09,2.25,2.65,3.05,3.21,4.14,5.05,74.95
2018-10-10,2.27,2.67,3.05,3.22,4.16,5.08,73.18
2018-10-11,2.27,2.66,3.0,3.14,4.09,5.02,70.97
2018-10-12,2.28,2.66,3.0,3.15,4.12,5.03,71.41
2018-10-15,2.31,2.67,3.01,3.16,4.14,5.05,71.84
2018-10-16,2.3,2.66,3.02,3.16,4.09,5.04,71.93
2018-10-17,2.31,2.66,3.04,3.19,4.13,5.07,69.63
2018-10-18,2.32,2.67,3.03,3.17,4.16,5.09,68.63
2018-10-19,2.31,2.67,3.05,3.2,4.18,5.12,69.16
2018-10-22,2.34,2.68,3.05,3.2,4.19,5.12,69.25
2018-10-23,2.33,2.67,3.01,3.17,4.19,5.13,66.49
2018-10-24,2.34,2.64,2.94,3.1,4.16,5.09,66.56
2018-10-25,2.34,2.66,2.98,3.14,4.2,5.12,67.25
2018-10-26,2.33,2.63,2.91,3.08,4.18,5.1,67.58
2018-10-29,2.34,2.64,2.91,3.08,4.18,5.1,67.0
2018-10-30,2.33,2.66,2.94,3.12,4.23,5.15,66.18
2018-10-31,2.34,2.69,2.98,3.15,4.27,5.18,65.31
2018-11-01,2.32,2.67,2.96,3.14,4.28,5.18,63.67
2018-11-02,2.33,2.7,3.04,3.22,4.27,5.24,63.12
2018-11-05,2.36,2.71,3.03,3.2,4.25,5.22,63.12
2018-11-06,2.35,2.72,3.05,3.22,4.24,5.2,62.16
2018-11-07,2.37,2.74,3.07,3.22,4.23,5.18,61.69
2018-11-08,2.35,2.74,3.09,3.24,4.2,5.2,60.71
2018-11-09,2.36,2.73,3.05,3.19,4.16,5.17,60.19
2018-11-12,,,,,,,59.85
2018-11-13,2.38,2.72,2.99,3.14,4.21,5.18,55.63
2018-11-14,2.38,2.71,2.95,3.12,4.21,5.21,56.16
2018-11-15,2.37,2.7,2.94,3.11,4.25,5.24,56.45
2018-11-16,2.36,2.68,2.9,3.08,4.21,5.21,56.49
2018-11-19,2.38,2.66,2.87,3.06,4.21,5.22,57.16
2018-11-20,2.39,2.67,2.88,3.06,4.22,5.23,53.39
2018-11-21,2.41,2.67,2.89,3.06,4.19,5.23,54.41
2018-11-22,,,,,,,
2018-11-23,2.41,2.67,2.88,3.05,4.18,5.23,
2018-11-26,2.41,2.7,2.9,3.07,4.18,5.23,51.46
2018-11-27,2.41,2.7,2.89,3.06,4.18,5.26,51.31
2018-11-28,2.4,2.69,2.87,3.06,4.23,5.28,50.06
2018-11-29,2.37,2.69,2.85,3.03,4.21,5.29,51.46
2018-11-30,2.37,2.7,2.84,3.01,4.22,5.28,50.78
2018-12-03,2.38,2.72,2.83,2.98,4.17,5.24,52.98
2018-12-04,2.42,2.71,2.79,2.91,4.09,5.16,53.21
2018-12-05,,,,,,,52.64
2018-12-06,2.41,2.7,2.75,2.87,4.08,5.16,51.54
2018-12-07,2.4,2.68,2.7,2.85,4.06,5.16,52.76
2018-12-10,2.41,2.69,2.71,2.85,4.08,5.16,51.07
2018-12-11,2.41,2.7,2.75,2.89,4.03,5.15,51.65
2018-12-12,2.43,2.7,2.77,2.91,4.01,5.15,51.04
2018-12-13,2.43,2.69,2.75,2.91,4.01,5.16,52.69
2018-12-14,2.42,2.68,2.73,2.89,4.02,5.14,51.26
2018-12-17,2.4,2.66,2.69,2.86,3.99,5.11,49.8
2018-12-18,2.39,2.64,2.65,2.82,3.95,5.08,46.12
2018-12-19,2.4,2.62,2.62,2.77,3.89,5.04,47.96
2018-12-20,2.39,2.64,2.65,2.79,3.95,5.07,45.64
2018-12-21,2.39,2.62,2.64,2.79,3.97,5.1,45.38
2018-12-24,2.45,2.61,2.58,2.74,3.96,5.09,
2018-12-25,,,,,,,
2018-12-26,2.44,2.61,2.67,2.81,4.01,5.14,46.04
2018-12-27,2.41,2.58,2.6,2.77,4.01,5.13,44.48
2018-12-28,2.4,2.57,2.56,2.72,4.02,5.16,45.15
2018-12-31,2.45,2.63,2.51,2.69,3.99,5.14,
2019-01-01,,,,,,,
2019-01-02,2.42,2.6,2.49,2.66,3.95,5.11,46.31
2019-01-03,2.41,2.5,2.37,2.56,3.91,5.04,46.92
2019-01-04,2.42,2.57,2.49,2.67,3.98,5.12,47.76
2019-01-07,2.45,2.58,2.53,2.7,3.96,5.12,48.27
2019-01-08,2.46,2.6,2.58,2.73,3.97,5.12,49.58
2019-01-09,2.45,2.59,2.57,2.74,3.96,5.13,52.19
2019-01-10,2.43,2.59,2.56,2.74,3.98,5.16,52.42
2019-01-11,2.43,2.58,2.52,2.71,3.96,5.13,51.44
2019-01-14,2.45,2.57,2.53,2.71,4.0,5.17,50.31
2019-01-15,2.45,2.57,2.53,2.72,3.99,5.18,51.8
2019-01-16,2.43,2.57,2.54,2.73,4.0,5.18,52.08
2019-01-17,2.42,2.57,2.58,2.75,4.0,5.18,51.83
2019-01-18,2.41,2.6,2.62,2.79,3.96,5.17,53.6
2019-01-21,,,,,,,
2019-01-22,2.43,2.59,2.57,2.74,3.92,5.12,52.59
2019-01-23,2.41,2.59,2.59,2.76,3.89,5.13,52.44
2019-01-24,2.37,2.58,2.55,2.72,3.86,5.09,52.94
2019-01-25,2.39,2.6,2.59,2.76,3.86,5.1,53.53
2019-01-28,2.42,2.6,2.58,2.75,3.87,5.11,51.79
2019-01-29,2.42,2.6,2.55,2.72,3.85,5.08,53.07
2019-01-30,2.42,2.57,2.49,2.7,3.85,5.07,54.18
2019-01-31,2.41,2.55,2.43,2.63,3.79,5.01,53.84
2019-02-01,2.4,2.56,2.51,2.7,3.81,5.01,55.29
2019-02-04,2.42,2.57,2.53,2.73,3.83,5.03,54.57
2019-02-05,2.42,2.56,2.51,2.71,3.79,4.98,53.69
2019-02-06,2.42,2.56,2.5,2.7,3.78,4.98,53.94
2019-02-07,2.42,2.55,2.46,2.65,3.75,4.96,52.68
2019-02-08,2.43,2.54,2.44,2.63,3.77,4.93,52.75
2019-02-11,2.45,2.55,2.47,2.65,3.76,4.95,52.43
2019-02-12,2.43,2.55,2.49,2.68,3.8,4.98,53.14
2019-02-13,2.44,2.55,2.53,2.71,3.78,4.98,53.84
2019-02-14,2.43,2.53,2.48,2.66,3.77,4.96,54.4
2019-02-15,2.43,2.55,2.49,2.66,3.76,4.94,55.58
2019-02-18,,,,,,,
2019-02-19,2.45,2.54,2.47,2.65,3.74,4.93,56.12
2019-02-20,2.45,2.54,2.47,2.65,3.76,4.88,56.9
2019-02-21,2.45,2.55,2.51,2.69,3.81,4.92,56.95
2019-02-22,2.46,2.55,2.47,2.65,3.81,4.9,57.01
2019-02-25,2.47,2.56,2.48,2.67,3.8,4.9,55.32
2019-02-26,2.45,2.55,2.45,2.64,3.78,4.88,55.4
2019-02-27,2.45,2.54,2.49,2.69,3.85,4.94,56.92
2019-02-28,2.45,2.54,2.52,2.73,3.86,4.95,57.21
2019-03-01,2.44,2.55,2.56,2.76,3.9,4.98,55.76
2019-03-04,2.46,2.54,2.53,2.72,3.87,4.94,56.6
2019-03-05,2.46,2.54,2.53,2.72,3.87,4.94,56.55
2019-03-06,2.47,2.54,2.49,2.69,3.86,4.94,56.22
2019-03-07,2.45,2.52,2.44,2.64,3.82,4.89,56.6
2019-03-08,2.46,2.53,2.42,2.62,3.82,4.89,55.77
2019-03-11,2.46,2.53,2.44,2.64,3.85,4.91,56.79
2019-03-12,2.46,2.52,2.41,2.61,3.8,4.86,56.89
2019-03-13,2.45,2.53,2.42,2.61,3.8,4.87,58.27
2019-03-14,2.45,2.52,2.43,2.63,3.84,4.9,58.59
2019-03-15,2.45,2.52,2.4,2.59,3.82,4.87,58.51
2019-03-18,2.44,2.52,2.42,2.6,3.82,4.87,59.09
2019-03-19,2.46,2.5,2.42,2.61,3.82,4.88,59.12
2019-03-20,2.48,2.47,2.34,2.54,3.78,4.83,60.12
2019-03-21,2.49,2.48,2.34,2.54,3.75,4.82,59.98
2019-03-22,2.46,2.45,2.24,2.44,3.67,4.74,58.87
2019-03-25,2.46,2.41,2.21,2.43,3.67,4.71,58.71
2019-03-26,2.46,2.44,2.18,2.41,3.64,4.71,59.87
2019-03-27,2.44,2.4,2.18,2.39,3.62,4.67,59.39
2019-03-28,2.43,2.4,2.2,2.39,3.61,4.66,59.29
2019-03-29,2.4,2.4,2.23,2.41,3.62,4.67,60.19
2019-04-01,2.43,2.41,2.31,2.49,3.68,4.73,61.59
2019-04-02,2.42,2.41,2.28,2.48,3.66,4.72,62.53
2019-04-03,2.44,2.41,2.32,2.52,3.69,4.75,62.46
2019-04-04,2.44,2.41,2.32,2.51,3.7,4.73,62.12
2019-04-05,2.44,2.43,2.31,2.5,3.67,4.72,63.1
2019-04-08,2.43,2.43,2.33,2.52,3.69,4.73,64.37
2019-04-09,2.42,2.42,2.31,2.51,3.67,4.7,64.05
2019-04-10,2.43,2.41,2.28,2.48,3.65,4.69,64.62
2019-04-11,2.43,2.44,2.31,2.51,3.68,4.71,63.61
2019-04-12,2.44,2.44,2.38,2.56,3.71,4.71,63.86
2019-04-15,2.43,2.43,2.37,2.55,3.68,4.7,63.43
2019-04-16,2.43,2.45,2.41,2.6,3.73,4.72,64.01
2019-04-17,2.44,2.44,2.4,2.59,3.72,4.72,63.74
2019-04-18,2.42,2.44,2.38,2.57,3.69,4.69,64.02
2019-04-19,,,,,,,
2019-04-22,2.44,2.46,2.39,2.59,3.75,4.73,65.66
2019-04-23,2.45,2.43,2.36,2.57,3.73,4.71,66.24
2019-04-24,2.44,2.42,2.32,2.53,3.69,4.67,65.96
2019-04-25,2.43,2.42,2.33,2.54,3.69,4.68,65.23
2019-04-26,2.42,2.41,2.29,2.51,3.69,4.64,63.29
2019-04-29,2.44,2.42,2.32,2.54,3.71,4.67,63.39
2019-04-30,2.43,2.39,2.28,2.51,3.71,4.65,63.83
2019-05-01,2.43,2.39,2.31,2.52,3.68,4.63,63.55
2019-05-02,2.47,2.41,2.34,2.55,3.76,4.67,61.75
2019-05-03,2.43,2.41,2.33,2.54,3.73,4.65,61.98
2019-05-06,2.44,2.39,2.3,2.51,3.72,4.65,62.3
2019-05-07,2.43,2.37,2.25,2.45,3.7,4.62,61.41
2019-05-08,2.43,2.37,2.28,2.49,3.7,4.66,62.13
2019-05-09,2.43,2.36,2.25,2.45,3.73,4.66,61.58
2019-05-10,2.43,2.36,2.26,2.47,3.72,4.67,61.65
2019-05-13,2.41,2.32,2.18,2.4,3.71,4.65,60.97
2019-05-14,2.41,2.32,2.2,2.42,3.71,4.66,61.82
2019-05-15,2.42,2.3,2.15,2.37,3.69,4.63,62.03
2019-05-16,2.4,2.33,2.18,2.4,3.68,4.64,62.93
2019-05-17,2.39,2.33,2.17,2.39,3.68,4.63,62.77
2019-05-20,2.39,2.34,2.21,2.41,3.7,4.65,63.12
2019-05-21,2.39,2.36,2.23,2.43,3.7,4.66,63.02
2019-05-22,2.38,2.37,2.19,2.39,3.68,4.65,61.42
2019-05-23,2.37,2.32,2.11,2.31,3.64,4.59,57.65
2019-05-24,2.35,2.33,2.12,2.32,3.64,4.63,58.4
2019-05-27,,,,,,,
2019-05-28,2.37,2.31,2.06,2.26,3.61,4.58,58.91
2019-05-29,2.37,2.3,2.05,2.25,3.59,4.58,58.84
2019-05-30,2.38,2.29,2.03,2.22,3.55,4.55,56.47
2019-05-31,2.35,2.21,1.93,2.14,3.51,4.51,53.49
2019-06-03,2.35,2.11,1.83,2.07,3.5,4.49,53.25
2019-06-04,2.35,2.11,1.89,2.12,3.52,4.54,53.5
2019-06-05,2.35,2.04,1.86,2.12,3.54,4.57,51.57
2019-06-06,2.33,2.02,1.88,2.12,3.53,4.56,52.59
2019-06-07,2.28,1.97,1.85,2.09,3.48,4.51,53.95
2019-06-10,2.29,2.03,1.91,2.15,3.49,4.54,53.33
